company,job_title,job_category,seniority,country,min_experience_clean,min_experience,avg_salary_lpa,min_salary_lpa,max_salary_lpa,num_of_salaries,skill_python,skill_r,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_machine_learning,skill_statistics,skill_spark,skill_hadoop,skill_aws,skill_azure,skill_tensorflow,skill_pytorch,skill_nlp,skill_computer_vision,skill_big_data,skill_etl,skill_git,skill_docker,skill_data_visualization
Denave,Senior Data Analyst,Data Analyst,Senior,India,2,2,6.7,3.5,9.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-tab Marketing Services,Senior Data Analyst,Data Analyst,Senior,India,0,0,5.0,3.5,7.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wissend,Senior Data Analyst,Data Analyst,Senior,India,0,0,1.9,1.4,2.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infosys BPM,Senior Data Analyst,Data Analyst,Senior,India,2,2,8.9,3.8,17.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adobe,Senior Data Analyst,Data Analyst,Senior,India,5,5,14.5,9.8,20.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNY Mellon,Senior Data Analyst,Data Analyst,Senior,India,3,3,10.4,4.9,13.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell,Senior Data Analyst,Data Analyst,Senior,India,4,4,12.4,7.9,20.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Target,Senior Data Analyst,Data Analyst,Senior,India,2,2,13.7,9.9,18.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell EMC,Senior Data Analyst,Data Analyst,Senior,India,3,3,9.4,8.5,11.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comScore,Senior Data Analyst,Data Analyst,Senior,India,5,5,19.7,13.5,24.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fedby Information Services,Senior Data Analyst,Data Analyst,Senior,India,3,3,4.6,4.0,5.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experis IT,Senior Data Analyst,Data Analyst,Senior,India,5,5,8.2,6.6,9.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix American Sales Focus Solutions India,Senior Data Analyst,Data Analyst,Senior,India,3,3,5.7,5.0,7.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collabera Technologies,Senior Data Analyst,Data Analyst,Senior,India,2,2,8.7,7.5,10.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SG Analytics,Senior Data Analyst,Data Analyst,Senior,India,3,3,7.0,6.0,8.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobikwik,Senior Data Analyst,Data Analyst,Senior,India,3,3,13.9,11.0,17.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecolab Digital Center,Senior Data Analyst,Data Analyst,Senior,India,6,6,17.6,11.2,22.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oyo Rooms,Senior Data Analyst,Data Analyst,Senior,India,4,4,11.4,7.0,16.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randstad,Senior Data Analyst,Data Analyst,Senior,India,3,3,6.9,2.5,12.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarivate Analytics,Senior Data Analyst,Data Analyst,Senior,India,1,1,17.7,10.0,26.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapido,Senior Data Analyst,Data Analyst,Senior,India,2,2,14.9,6.5,20.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard Chartered Bank,Senior Data Analyst,Data Analyst,Senior,India,2,2,12.7,5.0,30.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equifax,Senior Data Analyst,Data Analyst,Senior,India,3,3,6.2,3.5,8.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesco,Senior Data Analyst,Data Analyst,Senior,India,1,1,10.3,5.8,15.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QL2 Software,Senior Data Analyst,Data Analyst,Senior,India,4,4,3.4,2.7,5.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vodafone Idea,Senior Data Analyst,Data Analyst,Senior,India,3,3,10.2,5.2,15.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQVIA,Senior Data Analyst,Data Analyst,Senior,India,3,3,12.4,8.0,15.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InSync Analytics,Senior Data Analyst,Data Analyst,Senior,India,4,4,3.6,3.1,4.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landis+Gyr,Senior Data Analyst,Data Analyst,Senior,India,5,5,15.0,12.6,17.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DecisionTree Analytics & Services,Senior Data Analyst,Data Analyst,Senior,India,3,3,12.8,9.0,17.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yodlee,Senior Data Analyst,Data Analyst,Senior,India,4,4,7.4,5.0,9.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Technologies,Senior Data Analyst,Data Analyst,Senior,India,7,7,5.8,4.6,7.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleperformance,Senior Data Analyst,Data Analyst,Senior,India,2,2,3.0,2.0,4.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wunderman,Senior Data Analyst,Data Analyst,Senior,India,2,2,5.7,4.5,7.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xiaomi,Senior Data Analyst,Data Analyst,Senior,India,5,5,9.5,8.1,10.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentieo,Senior Data Analyst,Data Analyst,Senior,India,2,2,5.9,5.0,7.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidelity National Information Services,Senior Data Analyst,Data Analyst,Senior,India,4,4,9.7,6.5,14.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomson Reuters,Senior Data Analyst,Data Analyst,Senior,India,3,3,10.5,8.0,15.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maersk,Senior Data Analyst,Data Analyst,Senior,India,3,3,7.1,5.0,9.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Credit Finance,Senior Data Analyst,Data Analyst,Senior,India,3,3,7.6,4.8,10.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard Chartered Global Business Services,Senior Data Analyst,Data Analyst,Senior,India,4,4,18.5,10.5,27.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr Cooper,Senior Data Analyst,Data Analyst,Senior,India,2,2,13.0,11.0,15.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hudson's bay Company,Senior Data Analyst,Data Analyst,Senior,India,3,3,15.7,13.2,18.9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S&P Capital IQ,Senior Data Analyst,Data Analyst,Senior,India,3,3,6.4,5.0,9.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merkle Sokrati,Senior Data Analyst,Data Analyst,Senior,India,1,1,9.1,7.8,12.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Games24x7,Senior Data Analyst,Data Analyst,Senior,India,5,5,17.9,11.5,23.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris Software,Senior Data Analyst,Data Analyst,Senior,India,5,5,14.4,10.0,20.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axis Bank,Senior Data Analyst,Data Analyst,Senior,India,0,0,7.0,5.0,8.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mphasis,Senior Data Analyst,Data Analyst,Senior,India,4,4,10.3,9.0,11.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehat jr,Senior Data Analyst,Data Analyst,Senior,India,2,2,12.6,8.0,17.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blinkit,Senior Data Analyst,Data Analyst,Senior,India,1,1,16.7,13.5,23.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUDDI.AI,Senior Data Analyst,Data Analyst,Senior,India,3,3,4.2,4.0,5.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartesian Consulting,Senior Data Analyst,Data Analyst,Senior,India,1,1,7.5,5.6,11.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuel Intelligence,Senior Data Analyst,Data Analyst,Senior,India,2,2,4.5,4.0,5.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Mills,Senior Data Analyst,Data Analyst,Senior,India,4,4,12.2,9.0,15.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Systems,Senior Data Analyst,Data Analyst,Senior,India,7,7,15.3,13.2,20.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIAA Global Business Services,Senior Data Analyst,Data Analyst,Senior,India,6,6,15.5,12.0,21.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nailbiter,Senior Data Analyst,Data Analyst,Senior,India,1,1,4.9,4.5,5.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aon,Senior Data Analyst,Data Analyst,Senior,India,2,2,7.0,3.8,12.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aakash Institute,Senior Data Analyst,Data Analyst,Senior,India,1,1,5.3,3.8,6.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2L Pharma Research Solutions,Senior Data Analyst,Data Analyst,Senior,India,4,4,4.3,3.4,5.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARMAN,Senior Data Analyst,Data Analyst,Senior,India,5,5,9.4,6.5,12.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaco Binary Semantics,Senior Data Analyst,Data Analyst,Senior,India,1,1,5.0,3.5,6.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3Intelligence,Senior Data Analyst,Data Analyst,Senior,India,3,3,6.8,4.0,8.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapient Corporation,Senior Data Analyst,Data Analyst,Senior,India,3,3,12.1,5.1,20.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legato Health Technologies,Senior Data Analyst,Data Analyst,Senior,India,6,6,14.3,11.7,21.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidelity National Financial,Senior Data Analyst,Data Analyst,Senior,India,2,2,4.9,3.5,6.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zomato,Senior Data Analyst,Data Analyst,Senior,India,0,0,6.2,5.5,7.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symphony Retail AI,Senior Data Analyst,Data Analyst,Senior,India,3,3,10.5,10.0,11.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myntra,Senior Data Analyst,Data Analyst,Senior,India,5,5,11.9,7.5,23.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPI Partners,Senior Data Analyst,Data Analyst,Senior,India,6,6,13.9,11.0,16.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reliance Retail,Senior Data Analyst,Data Analyst,Senior,India,2,2,6.0,4.5,6.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Publicis,Senior Data Analyst,Data Analyst,Senior,India,3,3,14.9,7.5,20.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEKsystems,Senior Data Analyst,Data Analyst,Senior,India,4,4,12.2,10.0,13.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Premier League,Senior Data Analyst,Data Analyst,Senior,India,1,1,25.2,20.0,28.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citigroup,Senior Data Analyst,Data Analyst,Senior,India,2,2,17.0,14.0,21.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LearningMate Solutions,Senior Data Analyst,Data Analyst,Senior,India,4,4,9.1,8.0,10.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encore Capital Group,Senior Data Analyst,Data Analyst,Senior,India,3,3,8.5,7.5,9.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MResult Services,Senior Data Analyst,Data Analyst,Senior,India,5,5,8.4,7.0,9.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XL Catlin,Senior Data Analyst,Data Analyst,Senior,India,3,3,14.9,11.8,17.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams Lea Tag,Senior Data Analyst,Data Analyst,Senior,India,5,5,6.6,5.0,9.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninjacart,Senior Data Analyst,Data Analyst,Senior,India,2,2,6.7,6.0,9.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajaj Finserv,Senior Data Analyst,Data Analyst,Senior,India,3,3,11.4,9.4,15.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collegedunia,Senior Data Analyst,Data Analyst,Senior,India,1,1,4.3,3.6,5.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur J. Gallagher & Co,Senior Data Analyst,Data Analyst,Senior,India,3,3,5.5,5.0,6.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athenahealth Technology,Senior Data Analyst,Data Analyst,Senior,India,6,6,6.1,5.6,6.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP Solutions,Senior Data Analyst,Data Analyst,Senior,India,3,3,10.0,4.5,17.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UST,Senior Data Analyst,Data Analyst,Senior,India,5,5,10.4,6.0,12.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L&T Infotech,Senior Data Engineer,Data Engineer,Senior,India,2,2,11.0,6.0,17.0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantiphi Analytics Solutions,Senior Data Engineer,Data Engineer,Senior,India,2,2,15.0,9.5,22.5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBM,Senior Data Engineer,Data Engineer,Senior,India,3,3,16.9,10.0,25.0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maersk,Senior Data Engineer,Data Engineer,Senior,India,5,5,21.1,13.4,31.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Optum,Senior Data Engineer,Data Engineer,Senior,India,5,5,16.5,11.9,21.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accenture,Senior Data Engineer,Data Engineer,Senior,India,3,3,14.3,9.5,22.9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCS,Senior Data Engineer,Data Engineer,Senior,India,5,5,13.3,7.9,20.9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo India,Senior Data Engineer,Data Engineer,Senior,India,7,7,21.9,16.9,31.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altimetrik,Senior Data Engineer,Data Engineer,Senior,India,4,4,15.2,9.5,21.1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coforge,Senior Data Engineer,Data Engineer,Senior,India,4,4,15.3,12.0,18.6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cognizant,Senior Data Engineer,Data Engineer,Senior,India,4,4,15.1,9.0,23.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapient Corporation,Senior Data Engineer,Data Engineer,Senior,India,4,4,19.4,15.0,26.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fractal Analytics,Senior Data Engineer,Data Engineer,Senior,India,4,4,21.8,16.0,30.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enquero,Senior Data Engineer,Data Engineer,Senior,India,2,2,15.8,11.5,20.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walmart,Senior Data Engineer,Data Engineer,Senior,India,6,6,35.7,23.0,49.3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell,Senior Data Engineer,Data Engineer,Senior,India,3,3,23.3,11.2,36.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnitedHealth,Senior Data Engineer,Data Engineer,Senior,India,5,5,16.1,12.2,25.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,Senior Data Engineer,Data Engineer,Senior,India,4,4,13.1,8.0,20.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larsen & Toubro Limited,Senior Data Engineer,Data Engineer,Senior,India,2,2,10.4,6.5,16.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindtree,Senior Data Engineer,Data Engineer,Senior,India,2,2,6.7,5.8,10.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capgemini,Senior Data Engineer,Data Engineer,Senior,India,3,3,16.4,6.8,23.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teradata,Senior Data Engineer,Data Engineer,Senior,India,5,5,13.5,10.0,18.6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Visa,Senior Data Engineer,Data Engineer,Senior,India,3,3,27.3,20.0,32.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernst & Young,Senior Data Engineer,Data Engineer,Senior,India,3,3,18.5,12.0,28.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concentrix Corporation,Senior Data Engineer,Data Engineer,Senior,India,2,2,5.4,4.2,6.6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCL Technologies,Senior Data Engineer,Data Engineer,Senior,India,4,4,18.0,5.0,30.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowe's,Senior Data Engineer,Data Engineer,Senior,India,5,5,18.9,16.0,25.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indium Software,Senior Data Engineer,Data Engineer,Senior,India,3,3,15.5,9.0,22.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Target,Senior Data Engineer,Data Engineer,Senior,India,3,3,22.1,15.5,30.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tech Mahindra,Senior Data Engineer,Data Engineer,Senior,India,4,4,14.3,7.3,27.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deloitte,Senior Data Engineer,Data Engineer,Senior,India,4,4,16.3,10.5,22.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon,Senior Data Engineer,Data Engineer,Senior,India,6,6,32.0,18.0,45.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXC Technology,Senior Data Engineer,Data Engineer,Senior,India,5,5,14.7,9.6,24.2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Analytics,Senior Data Engineer,Data Engineer,Senior,India,5,5,22.1,15.0,28.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE Healthcare,Senior Data Engineer,Data Engineer,Senior,India,5,5,17.8,13.0,24.8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Stanley,Senior Data Engineer,Data Engineer,Senior,India,6,6,28.8,20.0,36.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPAM Systems,Senior Data Engineer,Data Engineer,Senior,India,4,4,23.1,17.0,27.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIIT Technologies,Senior Data Engineer,Data Engineer,Senior,India,2,2,15.0,14.5,15.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE,Senior Data Engineer,Data Engineer,Senior,India,4,4,19.3,14.0,25.2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JLL,Senior Data Engineer,Data Engineer,Senior,India,4,4,23.5,16.5,33.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagarro,Senior Data Engineer,Data Engineer,Senior,India,3,3,24.1,17.0,32.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIKE,Senior Data Engineer,Data Engineer,Senior,India,5,5,31.0,27.0,35.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micron Technology,Senior Data Engineer,Data Engineer,Senior,India,5,5,19.8,12.5,29.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nokia,Senior Data Engineer,Data Engineer,Senior,India,5,5,17.5,13.5,25.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UST,Senior Data Engineer,Data Engineer,Senior,India,4,4,14.5,9.3,21.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wavicle Data Solutions,Senior Data Engineer,Data Engineer,Senior,India,0,0,11.8,9.0,15.6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPI Partners,Senior Data Engineer,Data Engineer,Senior,India,4,4,17.1,13.5,22.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happiest Minds Technologies,Senior Data Engineer,Data Engineer,Senior,India,5,5,16.3,9.5,24.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCG,Senior Data Engineer,Data Engineer,Senior,India,4,4,24.7,20.1,28.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infosys,Senior Data Engineer,Data Engineer,Senior,India,2,2,8.7,4.5,15.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP Morgan Chase,Senior Data Engineer,Data Engineer,Senior,India,5,5,22.3,11.9,28.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philips,Senior Data Engineer,Data Engineer,Senior,India,2,2,17.5,15.0,22.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innova Solutions,Senior Data Engineer,Data Engineer,Senior,India,7,7,27.1,16.0,40.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legato Health Technologies,Senior Data Engineer,Data Engineer,Senior,India,4,4,16.9,11.0,22.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUNNHUMBY IT SERVICES INDIA,Senior Data Engineer,Data Engineer,Senior,India,2,2,13.2,11.0,18.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecolab Digital Center,Senior Data Engineer,Data Engineer,Senior,India,5,5,17.1,12.3,19.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosch Global Software Technologies,Senior Data Engineer,Data Engineer,Senior,India,2,2,13.8,9.0,22.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maersk Line,Senior Data Engineer,Data Engineer,Senior,India,4,4,21.5,16.2,29.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commonwealth Bank of Australia,Senior Data Engineer,Data Engineer,Senior,India,7,7,31.7,20.8,43.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisco Systems,Senior Data Engineer,Data Engineer,Senior,India,10,10,25.9,22.0,32.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tredence,Senior Data Engineer,Data Engineer,Senior,India,1,1,10.7,8.0,15.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle,Senior Data Engineer,Data Engineer,Senior,India,5,5,29.2,15.0,51.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenovo,Senior Data Engineer,Data Engineer,Senior,India,4,4,13.5,12.0,17.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photon Interactive,Senior Data Engineer,Data Engineer,Senior,India,4,4,8.1,6.4,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
